configuration,alpha,query_index,item_id,museum,matched_rank,reciprocal_rank,matched_score,top1_index,top1_item_id,top1_museum,top1_score,top1_is_match
text_visual,,198,MET:316916,MET,201,0.00497512437811,0.258827447891,171,MET:309528,MET,0.343565672636,False
text_visual,,199,MET:316921,MET,74,0.0135135135135,0.23954886198,40,CMA:119689,CMA,0.305744022131,False
text_visual,,200,MET:316925,MET,12,0.0833333333333,0.273665547371,40,CMA:119689,CMA,0.305744022131,False
text_visual,,201,MET:316931,MET,98,0.0102040816327,0.268984079361,46,CMA:124741,CMA,0.31694060564,False
text_visual,,202,MET:316935,MET,17,0.0588235294118,0.302100241184,46,CMA:124741,CMA,0.315293133259,False
text_visual,,203,MET:316939,MET,46,0.0217391304348,0.278878569603,170,MET:308290,MET,0.314842522144,False
text_visual,,204,MET:316945,MET,30,0.0333333333333,0.329725444317,5,CMA:104241,CMA,0.355555266142,False
text_visual,,205,MET:317736,MET,55,0.0181818181818,0.254197061062,181,MET:313121,MET,0.318875223398,False
text_visual,,206,MET:318460,MET,50,0.02,0.261472254992,0,CMA:102924,CMA,0.307673275471,False
text_visual,,207,MET:318746,MET,15,0.0666666666667,0.339529573917,112,MET:307961,MET,0.353882610798,False
text_visual,,208,MET:319524,MET,11,0.0909090909091,0.278353869915,181,MET:313121,MET,0.323021173477,False
text_visual,,209,MET:319574,MET,4,0.25,0.28512775898,170,MET:308290,MET,0.311894536018,False
text_visual,,210,MET:320054,MET,31,0.0322580645161,0.275006651878,170,MET:308290,MET,0.307881176472,False
text_visual,,211,MET:320804,MET,120,0.00833333333333,0.253281831741,181,MET:313121,MET,0.330649673939,False
text_visual,,212,MET:675980,MET,9,0.111111111111,0.296949505806,170,MET:308290,MET,0.314710438251,False
text_visual,,213,MET:751900,MET,33,0.030303030303,0.262936681509,170,MET:308290,MET,0.31639200449,False
text_visual,,214,MET:833953,MET,56,0.0178571428571,0.257512778044,170,MET:308290,MET,0.30337241292,False
text_metadata,,0,CMA:102924,CMA,140,0.00714285714286,0.28847014904,87,CMA:302272,CMA,0.345200806856,False
text_metadata,,1,CMA:104234,CMA,86,0.0116279069767,0.31334644556,43,CMA:124413,CMA,0.356129229069,False
text_metadata,,2,CMA:104236,CMA,10,0.1,0.340841710567,87,CMA:302272,CMA,0.362422704697,False
text_metadata,,3,CMA:104238,CMA,30,0.0333333333333,0.32944214344,144,MET:308048,MET,0.352945804596,False
text_metadata,,4,CMA:104240,CMA,47,0.0212765957447,0.317675322294,5,CMA:104241,CMA,0.360675275326,False
text_metadata,,5,CMA:104241,CMA,2,0.5,0.366970360279,79,CMA:165184,CMA,0.367721378803,False
text_metadata,,6,CMA:104242,CMA,46,0.0217391304348,0.320564329624,79,CMA:165184,CMA,0.367721378803,False
text_metadata,,7,CMA:104243,CMA,74,0.0135135135135,0.311399161816,79,CMA:165184,CMA,0.367721378803,False
text_metadata,,8,CMA:104244,CMA,103,0.00970873786408,0.301335036755,79,CMA:165184,CMA,0.367721378803,False
text_metadata,,9,CMA:104245,CMA,73,0.013698630137,0.31151330471,79,CMA:165184,CMA,0.367721378803,False
text_metadata,,10,CMA:104246,CMA,20,0.05,0.334772527218,5,CMA:104241,CMA,0.373199462891,False
text_metadata,,11,CMA:104247,CMA,55,0.0181818181818,0.321580410004,5,CMA:104241,CMA,0.373199462891,False
text_metadata,,12,CMA:104248,CMA,90,0.0111111111111,0.309696018696,5,CMA:104241,CMA,0.373199373484,False
text_metadata,,13,CMA:104249,CMA,103,0.00970873786408,0.305982112885,5,CMA:104241,CMA,0.373199373484,False
text_metadata,,14,CMA:104390,CMA,90,0.0111111111111,0.308776050806,112,MET:307961,MET,0.357611864805,False
text_metadata,,15,CMA:108026,CMA,153,0.00653594771242,0.294490635395,151,MET:308070,MET,0.366732746363,False
text_metadata,,16,CMA:108033,CMA,48,0.0208333333333,0.328508347273,82,CMA:165268,CMA,0.371678292751,False
text_metadata,,17,CMA:108034,CMA,15,0.0666666666667,0.339337915182,43,CMA:124413,CMA,0.34968662262,False
text_metadata,,18,CMA:108038,CMA,61,0.016393442623,0.309636771679,211,MET:320804,MET,0.344014108181,False
text_metadata,,19,CMA:108042,CMA,83,0.0120481927711,0.335431337357,144,MET:308048,MET,0.382088720798,False
text_metadata,,20,CMA:108043,CMA,3,0.333333333333,0.367074728012,210,MET:320054,MET,0.373763948679,False
text_metadata,,21,CMA:108044,CMA,77,0.012987012987,0.311923861504,133,MET:308028,MET,0.343686789274,False
text_metadata,,22,CMA:114131,CMA,1,1,0.343843489885,22,CMA:114131,CMA,0.343843489885,True
text_metadata,,23,CMA:114132,CMA,97,0.0103092783505,0.312727212906,144,MET:308048,MET,0.37034714222,False
text_metadata,,24,CMA:119652,CMA,127,0.00787401574803,0.29410842061,51,CMA:134395,CMA,0.36259073019,False
text_metadata,,25,CMA:119655,CMA,141,0.00709219858156,0.28617221117,183,MET:313153,MET,0.352218449116,False
text_metadata,,26,CMA:119656,CMA,32,0.03125,0.322885215282,77,CMA:164429,CMA,0.349531173706,False
text_metadata,,27,CMA:119675,CMA,35,0.0285714285714,0.31865298748,151,MET:308070,MET,0.375593751669,False
text_metadata,,28,CMA:119676,CMA,144,0.00694444444444,0.284349143505,191,MET:315786,MET,0.347791552544,False
text_metadata,,29,CMA:119677,CMA,99,0.010101010101,0.27838665247,206,MET:318460,MET,0.337305486202,False
